gene	p_snp_total	p_snp_synonymous	p_snp_missense	p_snp_lof	p_snp_cadd_l5	p_snp_cadd_g20	p_snp_cadd_g30
GRM3	4.51037159628907e-05	1.21265823734824e-05	3.07794586026786e-05	1.73462548259401e-06	3.99032469960065e-05	3.06019926949748e-05	1.20488142870248e-05
GRM4	6.72376841332803e-05	1.99785449832815e-05	4.50770539186337e-05	1.62953869918924e-06	5.92153189215018e-05	4.65910410357892e-05	1.73220850591611e-05
GRM5	4.51492410857757e-05	1.23633868388958e-05	3.10113306926332e-05	1.54290358813187e-06	3.95410590390118e-05	3.27600414947617e-05	1.25000186395993e-05
GRM6	4.22990607183152e-05	1.35232731198178e-05	2.73466309822944e-05	1.20030804233504e-06	3.66867062720437e-05	2.82951299483149e-05	1.18467834185187e-05
GRM7	5.16628497133651e-05	1.55868303601042e-05	3.42328916799639e-05	1.53692609918785e-06	4.69845422742504e-05	3.36798183543863e-05	1.17649677294635e-05
GRM8	4.10598708527167e-05	1.04414575936372e-05	2.81841464366737e-05	2.09238897707077e-06	3.64638148108396e-05	2.95971750530968e-05	1.07735906856064e-05
GRN	3.44333094032054e-05	8.88433143392949e-06	2.34156078580313e-05	1.28302840265646e-06	3.00040336181028e-05	1.82563233300545e-05	7.2081014944611e-06
GRP	3.46363867233423e-06	5.37399410243764e-07	2.64656353393186e-06	1.6396434736318e-07	2.88824996427538e-06	1.75971021348035e-06	7.99079968169833e-07
GRPEL1	1.01379093322414e-05	2.94845597319093e-06	6.62978921062619e-06	3.51569664880413e-07	8.9705638135202e-06	6.99375600788819e-06	2.5105453386089e-06
GRPEL2	8.16146554196605e-06	1.62963495916774e-06	5.71413344121061e-06	6.90107421506957e-07	7.29487581654845e-06	5.7771383540696e-06	2.17160451104256e-06
GRPR	1.71056928116974e-05	5.14846369198001e-06	1.14208968680171e-05	4.71358489711821e-07	1.49801465514217e-05	1.12074618889984e-05	4.07173793685302e-06
GRSF1	1.46847483702208e-05	3.2153605336474e-06	1.03535983046144e-05	8.03545292005695e-07	1.32980124468373e-05	9.58921074518931e-06	3.74440599976348e-06
GRTP1	2.11553699224465e-05	6.70378206734179e-06	1.38416152356687e-05	4.21110699097405e-07	1.86600027438164e-05	1.30540295380797e-05	5.44557635262186e-06
GRWD1	2.23781254411637e-05	6.55033662796835e-06	1.49126099666517e-05	5.2868062504023e-07	2.08266390492445e-05	1.41080094482124e-05	5.64880638323037e-06
GRXCR1	1.30539578467991e-05	3.33588073531622e-06	8.87843521496934e-06	7.47257000828144e-07	1.18136702692298e-05	8.57642277550201e-06	3.61811667966039e-06
GRXCR2	1.06183628699502e-05	2.98229246755506e-06	6.93189241946171e-06	6.35823830105257e-07	9.3980949673294e-06	6.55243572547954e-06	3.01759120273703e-06
GS1-259H13.10	1.60524308131525e-06	4.57608321493824e-07	1.02786268869687e-06	7.15544473598416e-08	1.42339105413211e-06	1.19258814979892e-06	2.69908058165057e-07
GSAP	3.07370444693929e-05	8.05615523392287e-06	2.08622689852241e-05	1.17462788764443e-06	2.64595901851319e-05	1.75865633488019e-05	7.16378994453473e-06
GSC	4.56402799939886e-06	1.66841445366199e-06	2.77432191731495e-06	1.10654951625151e-07	4.49668327231439e-06	2.97918734167799e-06	1.52750213018501e-06
GSDMA	2.07488172939853e-05	6.31029550217764e-06	1.33688005386319e-05	8.59120280129205e-07	1.8205497234724e-05	1.22415001718879e-05	4.44501717501845e-06
GSDMB	1.71861072888491e-05	4.14144679418356e-06	1.20168932104583e-05	7.63522271182189e-07	1.41529352478163e-05	7.68270928181831e-06	3.80184447080642e-06
GSDMC	1.89662402414813e-05	5.47782174022009e-06	1.25218171082658e-05	7.33007071744627e-07	1.68290828555022e-05	7.37343931228909e-06	2.84533896801257e-06
GSDMD	1.59226790378856e-05	4.93782966343114e-06	1.00940580080927e-05	3.8739602592739e-07	1.30295791278607e-05	8.09735304505027e-06	3.4421576862425e-06
GSE1	6.90312721287173e-05	2.20316052493628e-05	4.50840496777048e-05	1.52386798106884e-06	6.26222901717638e-05	4.38430268487616e-05	1.52983889048563e-05
GSG1	1.78829627757028e-05	3.46414351113417e-06	1.33218533440775e-05	7.98368125961665e-07	1.59641778136048e-05	8.71918148665001e-06	3.61928209541582e-06
GSG1L	1.1980017728311e-05	3.15235761806483e-06	8.22510553386123e-06	4.60137465211443e-07	1.10355122241775e-05	8.41256886703786e-06	3.5783261649352e-06
GSG2	4.41523299177755e-05	1.32789489445749e-05	2.94633963851921e-05	1.32616996007929e-06	3.8451708352703e-05	2.26266527337586e-05	8.82237132692661e-06
GSK3A	1.61349185262499e-05	4.33365265213461e-06	1.08118636047067e-05	7.43697613274976e-07	1.51238956972243e-05	1.19546090509536e-05	5.85686102551405e-06
GSK3B	1.87024727670868e-05	4.74536880514608e-06	1.2522780729879e-05	1.19458758498288e-06	1.69307464150006e-05	1.44252256505205e-05	6.51343666210916e-06
GSKIP	5.66851790520718e-06	1.7190826450341e-06	3.67019460768563e-06	2.26538847482319e-07	5.19423324250501e-06	3.52661185891357e-06	1.26473904663926e-06
GSN	4.47927514119598e-05	1.39711303179565e-05	2.92045819360055e-05	8.68841952017267e-07	4.24758590406343e-05	2.83193229797606e-05	1.09821918750124e-05
GSPT1	1.95533858270054e-05	5.08284523842692e-06	1.34352045217576e-05	7.34150409121301e-07	1.78761239231153e-05	1.39968675030086e-05	5.57448237315486e-06
GSPT2	3.16451897911568e-05	1.01066380104107e-05	2.05381657647734e-05	9.58720261316418e-07	2.7555956890612e-05	1.87837951966068e-05	6.05806288817696e-06
GSR	1.94461533975591e-05	4.92897625308759e-06	1.35648481433126e-05	4.97736340050374e-07	1.76792279393816e-05	1.33311395386626e-05	5.83803758792453e-06
GSS	2.19010662181923e-05	5.85659106473969e-06	1.47120164697688e-05	1.05657795279482e-06	2.01844270430842e-05	1.46030339231012e-05	6.54892954144793e-06
GSTA1	8.00502764300544e-06	1.99513952140903e-06	5.66456341889873e-06	1.9814257590719e-07	6.99667821033259e-06	4.64333504027494e-06	1.31597393329155e-06
GSTA2	7.81811686212318e-06	1.92228977735402e-06	5.52852868578405e-06	2.20116272194615e-07	6.61398694186521e-06	4.86658173858671e-06	1.61388463659471e-06
GSTA3	8.30632148796289e-06	1.94894465072902e-06	5.63713673395292e-06	2.85315819983083e-07	7.2177408331521e-06	4.99209707315091e-06	1.82557778483776e-06
GSTA4	8.89021457277981e-06	2.61813970329583e-06	5.71224154228453e-06	3.34131344026785e-07	8.17436539887101e-06	5.83821469347431e-06	2.52005063435846e-06
GSTA5	7.97514647156004e-06	2.07758289826646e-06	5.52116581446247e-06	2.2221755920886e-07	7.03884210293223e-06	4.55504654942773e-06	1.28349404342379e-06
GSTCD	2.06074431212468e-05	5.1604839365094e-06	1.41895909738295e-05	1.04616507470955e-06	1.80781032040524e-05	1.40968968105253e-05	6.18034339312386e-06
GSTK1	1.47038806505217e-05	4.13211626857981e-06	9.92670783698031e-06	3.03509090413165e-07	1.31669611878779e-05	8.38127508649249e-06	3.80605439975297e-06
GSTM1	2.97800484067285e-06	7.16882830931245e-07	2.19241184202578e-06	4.23636797200501e-08	2.4798483137107e-06	1.84027665339056e-06	5.5803638981032e-07
GSTM2	1.15429921986621e-05	2.72373725069012e-06	7.65024675794582e-06	4.99043375075529e-07	9.57300839836853e-06	7.2636174974782e-06	3.23509981044014e-06
GSTM3	8.9998824479031e-06	2.1720850531566e-06	6.09590498977903e-06	4.12107752153669e-07	8.27133860475231e-06	6.27994154244537e-06	2.82055954111069e-06
GSTM4	1.19260295491872e-05	3.19762629880023e-06	8.02933164729424e-06	2.80851118313528e-07	9.75909615944067e-06	7.63369095397247e-06	3.50813892421232e-06
GSTM5	1.08762956522612e-05	2.59771705329104e-06	7.50648574930125e-06	3.53458262414758e-07	9.51143423581185e-06	6.60183541004873e-06	2.69701968982919e-06
GSTO1	9.829169927522e-06	2.91196972835249e-06	6.50255573860047e-06	2.78894946908441e-07	8.81037546395409e-06	6.16052609633218e-06	3.12243996465793e-06
GSTO2	9.35894743774536e-06	2.07203798765462e-06	6.7689089411649e-06	3.90033948478619e-07	8.66501829763092e-06	6.14291617451323e-06	2.31263943003038e-06
GSTP1	9.1671401970077e-06	2.9492213866729e-06	5.85444850496832e-06	2.58861066055805e-07	7.9675680744971e-06	5.69173122451477e-06	1.72232153353316e-06
GSTT1	1.26333226151978e-05	1.86790437965882e-06	9.74073145359524e-06	7.89770282351917e-07	1.13254398952033e-05	7.89072723206061e-06	2.75781203532525e-06
GSTT2	1.28060080464055e-05	3.50459022800461e-06	8.44694464344542e-06	5.9864419572108e-07	1.10563456266963e-05	7.3059330394941e-06	2.7205297176712e-06
GSTT2B	1.28071975322685e-05	3.50623059440716e-06	8.44100293334229e-06	6.04249446448276e-07	1.13215207832568e-05	6.87062299104631e-06	2.43998636476303e-06
GSTZ1	9.86477578463351e-06	2.61983303987281e-06	6.26005562795759e-06	4.9408490266619e-07	8.96747863784989e-06	6.16695843362171e-06	2.21496163451849e-06
GSX1	7.32436076722922e-06	2.26077559034023e-06	4.86128123144323e-06	1.92581837801376e-07	6.83737234651779e-06	5.18084570347078e-06	2.77471698086279e-06
GSX2	1.86377261992614e-05	6.57377767109254e-06	1.15237173008342e-05	4.01019266952793e-07	1.79922922491648e-05	1.01949300865541e-05	4.11342166486204e-06
GTDC1	1.64462901115809e-05	4.23193105657792e-06	1.1274835413268e-05	7.20839607222668e-07	1.41976616273206e-05	1.04540926004361e-05	4.51475259019875e-06
GTF2A1	1.02810480666861e-05	2.65649886440724e-06	6.95857317202305e-06	5.13137020525665e-07	9.29917220604152e-06	7.72536822742095e-06	2.53226743502994e-06
GTF2A1L	1.73270412778421e-05	4.66822036163083e-06	1.16634032662279e-05	6.1991110465815e-07	1.50414528387625e-05	9.655187516144e-06	4.04822828327941e-06
GTF2A2	3.74805365368977e-06	9.8800368414668e-07	2.47852489452928e-06	1.37698961802603e-07	3.31287219380864e-06	2.69885046499714e-06	1.12795130902417e-06
GTF2B	1.24636859420252e-05	2.8683622525476e-06	8.58802812409545e-06	8.12946939386639e-07	1.12121696559365e-05	9.41589911516345e-06	3.9207958571071e-06
GTF2E1	1.91874170633799e-05	4.7718235776893e-06	1.3555269247629e-05	7.43656826066055e-07	1.72516779812123e-05	1.35171194595408e-05	5.16599828056508e-06
GTF2E2	1.17016254434398e-05	3.04294563582574e-06	7.70548230732497e-06	8.17318605111954e-07	1.04815014992702e-05	8.27031097247072e-06	3.96239738724073e-06
GTF2F1	2.66816087595606e-05	7.91048063560735e-06	1.75763875642643e-05	6.25248739230907e-07	2.41473830184937e-05	1.81829172282755e-05	6.74407222368079e-06
GTF2F2	7.95698418862586e-06	1.85282302703865e-06	5.23286141854017e-06	6.69671199234538e-07	7.08542882628651e-06	5.98795403377616e-06	2.40088037319584e-06
GTF2H1	1.99150542655239e-05	4.71603165395011e-06	1.36358628079273e-05	1.03006972666814e-06	1.8005399124298e-05	1.40211632967563e-05	4.94472412722361e-06
GTF2H2	1.47285875726504e-05	3.39557489367476e-06	1.03467983067651e-05	6.54473749563233e-07	1.30997322071678e-05	9.96870840793092e-06	3.16417300816947e-06
GTF2H2C	1.48025929660149e-05	3.34657987676355e-06	1.03999639558737e-05	6.6669092409681e-07	1.32206471669049e-05	1.01150331403572e-05	3.00838859222415e-06
GTF2H3	1.17895094026441e-05	2.84610740520073e-06	7.77416033760071e-06	6.36660359912607e-07	1.05952370467564e-05	7.82501930040671e-06	3.06682460789409e-06
GTF2H4	2.36644753379516e-05	6.47792716404366e-06	1.5884990540325e-05	9.0418898893573e-07	2.23879840824428e-05	1.64469318935711e-05	6.64348381103477e-06
GTF2H5	2.82064629575915e-06	8.19554412350646e-07	1.80209875194324e-06	1.43354071790663e-07	2.44511392626149e-06	1.89391666545197e-06	5.73176197305994e-07
GTF2I	4.25777901503668e-05	1.18251447962967e-05	2.808170715279e-05	1.94176594535814e-06	3.9212053218208e-05	2.83126992722874e-05	8.43131145970095e-06
GTF2IRD1	5.84441275942952e-05	1.76153653117319e-05	3.83143443408284e-05	1.54572818619349e-06	5.36342661785462e-05	3.73996837782397e-05	1.25955971153355e-05
GTF2IRD2	4.95614714425425e-05	1.59166727579021e-05	3.1871901457611e-05	1.34533193220926e-06	4.30906859563333e-05	2.82425126921156e-05	9.10764457738038e-06
GTF2IRD2B	5.06536634200059e-05	1.61570868398224e-05	3.25896579158052e-05	1.35387005164617e-06	4.26499455551063e-05	3.0030165745456e-05	1.06579324046855e-05
GTF3A	1.17949430601441e-05	2.50437385146504e-06	8.62428843786893e-06	4.51490421547833e-07	1.07505621360583e-05	7.4750017270638e-06	2.82416717513196e-06
GTF3C1	0.000108280433779495	3.04859221810189e-05	7.28313705631357e-05	3.48612426960586e-06	9.49451377178148e-05	6.97894001896383e-05	3.42830236087143e-05
GTF3C2	4.13771268009933e-05	9.67144686860504e-06	2.80879446154287e-05	2.93532807323482e-06	3.70499639176172e-05	2.65056400200093e-05	1.17731144962514e-05
GTF3C3	3.62337193067735e-05	8.61562077675901e-06	2.52667789384802e-05	1.82874341561128e-06	3.19228570420018e-05	2.50822208285777e-05	1.08237339136352e-05
GTF3C4	3.47267499551148e-05	9.82491995147211e-06	2.3485345378068e-05	1.11653462354601e-06	3.0528506105248e-05	2.24207035749676e-05	7.92976758915227e-06
GTF3C5	3.06164240304644e-05	8.20553805838196e-06	2.03428419499137e-05	1.23053862206844e-06	2.75744944652604e-05	1.82080943435503e-05	9.65895702014512e-06
GTF3C6	6.33888248080582e-06	1.64327037212016e-06	4.35321075919309e-06	2.67399774102263e-07	5.45031866067312e-06	4.10300823320388e-06	1.44872246646705e-06
GTPBP1	3.81404214531316e-05	1.05677708440298e-05	2.59444476147423e-05	1.1877805816208e-06	3.36202136150055e-05	2.65476810947304e-05	1.4297436097267e-05
GTPBP10	1.33430236861643e-05	3.28081226755752e-06	9.30164432004588e-06	5.21072256357409e-07	1.1670537550095e-05	8.4528707827515e-06	3.77845459192704e-06
GTPBP2	3.81872095049632e-05	1.04023982443048e-05	2.57837748958304e-05	1.37882301657204e-06	3.42703093470626e-05	2.58919146960279e-05	1.1835922794314e-05
GTPBP3	3.55394588737071e-05	8.27503603555222e-06	2.5759779770648e-05	1.07041385285985e-06	3.19433371510817e-05	2.05988135968702e-05	9.35163234296193e-06
GTPBP4	2.78428131500439e-05	7.45441502603083e-06	1.88514344926782e-05	1.21454358360781e-06	2.46915644961474e-05	1.96932922890658e-05	7.41706013123837e-06
GTPBP6	1.93526115162822e-05	6.56317175155883e-06	1.22032066604699e-05	3.17886768610379e-07	1.5973313263218e-05	1.17634099771959e-05	3.85482621414284e-06
GTPBP8	1.48675957528051e-05	4.31511123480259e-06	9.89335627257526e-06	4.48025718883259e-07	1.2269467835052e-05	8.81110332479708e-06	4.01380535752448e-06
GTSE1	3.89589763514441e-05	1.19331534840723e-05	2.60131807717326e-05	7.39433988563135e-07	3.21625155136555e-05	1.94968477069907e-05	8.73714017114748e-06
GTSF1	6.34654846574087e-06	1.52791324780484e-06	4.19069705978989e-06	3.9094913079074e-07	5.65048501097442e-06	3.91799867458083e-06	1.37670458598203e-06
GTSF1L	6.59803591122996e-06	2.1162817923637e-06	4.08324456053305e-06	2.59461550208468e-07	5.66488515554845e-06	3.74841333348471e-06	1.48634669846955e-06
GUCA1A	1.21471651129599e-05	3.8651087211173e-06	7.7056529178938e-06	3.67993209909179e-07	1.11741603190019e-05	7.0866463541607e-06	2.80538398172272e-06
GUCA1B	1.03154607093819e-05	2.95053013829331e-06	6.82169845402438e-06	4.40200827397773e-07	9.23935997731102e-06	7.05029902903236e-06	3.36010758010117e-06
GUCA1C	7.61395257861926e-06	1.68550210727514e-06	5.30926142638259e-06	3.72593950715756e-07	6.43260062003691e-06	4.12244827956899e-06	1.61119487419583e-06
GUCA2A	3.6570614703383e-06	1.18021438250326e-06	2.35941033846037e-06	8.84125318161217e-08	2.94192556104825e-06	2.2373149331977e-06	1.00620910307282e-06
GUCA2B	6.14057315241523e-06	2.15315398182545e-06	3.77109215549179e-06	1.45994567155676e-07	4.58009910976878e-06	3.43540612012456e-06	1.82736790480255e-06
GUCD1	1.07310202087967e-05	3.18493796275694e-06	6.98088370026903e-06	3.26890784455954e-07	9.69163753152644e-06	7.12663750912971e-06	2.26900049730571e-06
GUCY1A2	2.86584127137962e-05	7.83367041384035e-06	1.92153880226884e-05	1.35455239307816e-06	2.57850264956657e-05	1.78222115057202e-05	7.35964918750687e-06
GUCY1A3	2.74838691070229e-05	7.39091847575874e-06	1.81758436622156e-05	1.53623713335032e-06	2.4046675567064e-05	1.82935657868362e-05	7.9308573787544e-06
GUCY1B3	2.5263251528563e-05	6.39554591672552e-06	1.75222548354406e-05	9.12764175086926e-07	2.29694398158394e-05	1.81943947521666e-05	7.57604722470205e-06
GUCY2C	4.2878268300247e-05	1.11311831337089e-05	2.9403549452723e-05	1.76859308011306e-06	3.80059561600681e-05	2.7995417365024e-05	1.30130313863217e-05
GUCY2D	4.84782904055172e-05	1.45318109132172e-05	3.25615277462791e-05	1.04392105457682e-06	4.35231147534213e-05	3.10819467968369e-05	1.37953733264347e-05
GUCY2F	4.54611799191329e-05	1.16876244428783e-05	3.15801533194903e-05	1.89175820898878e-06	4.01543690741633e-05	3.08354139712116e-05	9.57545320254028e-06
GUF1	2.6353211788541e-05	7.07023656186068e-06	1.76992361556624e-05	1.03435784617009e-06	2.33619884100182e-05	1.71806923173611e-05	7.78464191633169e-06
GUK1	2.12488395319107e-05	4.27702491829032e-06	1.55371853775598e-05	6.62917526692546e-07	1.59476586252657e-05	1.41014713685902e-05	7.9120675497501e-06
GULP1	1.61977889123686e-05	4.05033330207778e-06	1.13136059749184e-05	5.22233545005383e-07	1.41374909238145e-05	9.23300090619021e-06	3.50007694347165e-06
GUSB	3.79924359909998e-05	1.15124000615494e-05	2.46424844442873e-05	1.37008697119257e-06	3.25015097125933e-05	2.4084768064834e-05	1.06257041690582e-05
GXYLT1	1.33242328349254e-05	3.26590730998428e-06	9.00467550147514e-06	9.57405855069096e-07	1.17471523734501e-05	9.28515404572556e-06	4.10642220222057e-06
GXYLT2	2.00819353063654e-05	5.44228630332621e-06	1.34568156319418e-05	8.1724047812448e-07	1.8522311321004e-05	1.29811028919833e-05	4.86016663079918e-06
GYG1	1.44474546981395e-05	3.16997099184532e-06	1.00506921568005e-05	7.75597656856322e-07	1.29503434123348e-05	9.14389834334789e-06	4.08890136215101e-06
GYG2	2.57154817414468e-05	8.68069745134212e-06	1.60377732228884e-05	5.02935974334232e-07	2.08865145072099e-05	1.40152727336762e-05	6.10753542903975e-06
GYLTL1B	3.36663403177792e-05	7.81480151108718e-06	2.43696644276037e-05	1.21076789805411e-06	2.99022244960548e-05	2.10153554643099e-05	1.02830329211328e-05
GYPA	6.13075614339148e-06	1.49839228571234e-06	4.11260372486868e-06	2.38581190045645e-07	5.43685760368688e-06	2.18031629135027e-06	9.46041968675534e-07
GYPB	4.12856830286703e-06	8.84601525254541e-07	2.80873135636846e-06	1.94421536999719e-07	3.75582597842788e-06	1.4220004282037e-06	6.14060312443172e-07
GYPC	5.43868398362885e-06	1.55459249843541e-06	3.73477630738305e-06	7.13180359876883e-08	4.47757659431598e-06	2.82872934042854e-06	1.60017096564868e-06
GYPE	2.92627626230751e-06	6.32973234381074e-07	2.03858008314192e-06	1.75733798393221e-07	2.60001528275863e-06	1.23256747463912e-06	5.17550555261955e-07
GYS1	3.76620110658584e-05	1.00308055683335e-05	2.55923618669572e-05	1.19730448199272e-06	3.56230339580153e-05	2.61211841428086e-05	1.16312423487446e-05
GYS2	2.92071235296267e-05	7.63574891844167e-06	1.95231095607278e-05	1.52048798889442e-06	2.5897217423739e-05	2.15269407554968e-05	9.96989166578165e-06
GZF1	3.6369836400756e-05	1.1154350125584e-05	2.41199673184145e-05	9.14788183212746e-07	3.21084777601967e-05	2.30181090393797e-05	8.32266951338482e-06
GZMA	1.01292655286586e-05	2.65075980469173e-06	6.8480720763813e-06	5.15279735078343e-07	8.91797378364777e-06	5.62051064479208e-06	1.95287290960837e-06
GZMB	1.25643347161975e-05	3.0333797126734e-06	8.41513291428284e-06	8.46382084909747e-07	1.05807113010629e-05	6.74603090879988e-06	2.93335997805684e-06
GZMH	1.02256874012896e-05	2.80098035350065e-06	7.04606443227789e-06	2.49115604606692e-07	8.771757100547e-06	5.02464304803352e-06	1.94413776798871e-06
GZMK	1.03001826928892e-05	2.89207448560405e-06	6.76379438291105e-06	4.2085902959345e-07	8.96943731578941e-06	5.48658121667548e-06	2.31661591790914e-06
GZMM	9.40838872491803e-06	3.18477296972348e-06	5.91295216387499e-06	2.26240264132128e-07	7.61726562118312e-06	5.31011935600314e-06	2.24759820239409e-06
H1F0	1.03703872087076e-05	3.46138928433686e-06	6.73680967824463e-06	1.30988017475421e-07	9.8518850359879e-06	6.1219061336171e-06	1.09965720731131e-06
H1FNT	1.90402968171626e-05	6.19337379576975e-06	1.21862593560611e-05	6.20805946144784e-07	1.58136694919686e-05	1.05343356214082e-05	4.2024118278666e-06
